fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
21/01/2020,29,1030,75,1,620,83,238,71,17
19/02/2020,31,1030,70,1,525,32,492,48,12
24/12/2021,28,1030,36,1,622,90,434,45,24
09/07/2022,23,1030,41,0,116,72,124,44,27
05/08/2022,30,1030,99,1,732,71,114,50,26
22/06/2023,17,1030,73,1,606,78,114,54,22
16/02/2024,39,1030,57,1,245,59,216,46,17
03/06/2018,54,1031,58,0,171,76,1,58,20
06/09/2018,25,1031,61,1,511,80,350,62,20
27/12/2018,32,1031,86,1,695,84,161,53,21
11/02/2019,38,1031,94,1,699,71,205,23,22
11/03/2019,38,1031,79,1,879,98,50,52,22
17/01/2020,31,1031,28,1,141,35,73,44,12
17/04/2020,28,1031,47,0,750,27,483,45,26
25/07/2020,30,1031,67,1,846,14,427,68,17
28/06/2022,29,1031,96,1,590,42,479,55,27
27/09/2022,28,1031,52,0,163,58,233,52,25
13/03/2023,30,1031,60,0,113,65,20,44,24
18/10/2023,25,1031,92,0,140,79,248,51,23
03/02/2018,32,1032,98,1,720,95,295,67,20
06/06/2018,43,1032,51,0,184,73,458,55,30
27/08/2018,31,1032,79,0,806,95,198,63,29
04/01/2019,28,1032,90,0,468,60,248,47,23
20/02/2019,39,1032,36,1,472,99,150,38,23
26/03/2019,37,1032,90,1,388,94,407,31,22
29/06/2019,24,1032,76,1,941,15,50,22,27
21/05/2020,26,1032,28,0,420,26,144,47,19
22/06/2020,20,1032,73,0,736,23,141,60,29
01/07/2020,27,1032,25,0,403,48,383,70,28
13/10/2020,32,1032,25,0,122,30,370,52,29
13/12/2020,39,1032,82,1,482,63,206,41,20
05/03/2021,25,1032,85,0,297,3,226,43,17
08/03/2021,36,1032,67,1,324,32,393,44,20
04/04/2021,30,1032,71,0,840,59,402,65,32
28/05/2021,26,1032,67,0,280,57,269,47,26
28/07/2021,37,1032,67,1,229,84,399,50,29
01/09/2021,24,1032,94,1,716,12,329,52,22
03/09/2021,20,1032,47,0,952,87,428,49,35
11/09/2021,26,1032,52,0,968,37,61,48,24
21/11/2023,29,1032,75,1,413,27,282,59,18
12/02/2024,31,1032,89,1,784,34,89,47,16
20/01/2018,22,1033,56,1,391,7,280,54,19
15/03/2018,47,1033,88,0,230,13,207,51,25
26/04/2018,26,1033,67,0,370,91,81,34,18
26/10/2020,36,1033,39,0,889,9,490,50,11
05/06/2021,22,1033,40,1,100,97,229,45,28
12/01/2022,33,1033,89,0,497,89,64,48,17
06/02/2022,30,1033,73,1,343,91,296,51,18
23/02/2022,39,1033,27,1,369,47,249,56,16
08/08/2022,28,1033,30,0,561,97,294,55,24
06/09/2022,29,1033,69,0,552,42,257,30,26
10/09/2022,29,1033,70,1,752,53,459,41,23
26/03/2023,38,1033,24,0,871,57,301,44,17
22/01/2018,43,1034,87,0,979,98,215,46,29
01/11/2018,30,1034,98,0,424,58,31,57,22
25/08/2019,29,1034,91,0,747,7,163,53,26
01/04/2020,28,1034,40,0,646,55,154,51,24
08/06/2021,35,1034,48,1,918,86,288,42,27
01/08/2021,18,1034,68,0,645,56,425,56,25
21/09/2021,24,1034,68,0,754,16,207,52,27
14/12/2021,23,1034,81,1,313,7,300,36,20
18/01/2023,37,1034,55,0,768,79,493,66,29
27/01/2023,32,1034,39,1,497,38,258,58,10
09/10/2023,30,1034,92,0,465,19,0,55,23
11/06/2018,19,1035,99,0,515,93,359,48,41
06/10/2018,31,1035,97,0,664,68,332,47,28
28/08/2019,27,1035,42,1,664,11,166,79,15
08/10/2019,29,1035,72,0,458,31,392,33,20
21/02/2020,19,1035,46,0,733,87,41,51,10
24/04/2021,34,1035,62,1,251,43,164,33,20
09/01/2022,32,1035,47,1,252,13,301,49,10
13/07/2022,18,1035,45,1,656,34,67,51,22
20/07/2023,33,1035,38,0,236,13,254,55,22
11/10/2023,27,1035,58,1,135,76,89,59,11
02/01/2018,43,1036,25,0,759,65,243,46,24
05/01/2018,36,1036,57,0,787,84,365,50,28
27/03/2018,35,1036,82,1,954,74,395,64,29
11/08/2018,25,1036,97,0,930,86,228,61,30
14/04/2019,26,1036,59,0,689,88,154,50,28
28/04/2020,21,1036,63,0,731,43,4,27,32
09/03/2022,27,1036,61,1,275,78,486,57,13
29/04/2022,34,1036,58,1,826,97,248,56,22
29/05/2022,14,1036,76,0,739,55,352,44,40
22/06/2022,28,1036,31,1,959,45,177,76,25
10/08/2022,29,1036,42,1,518,65,156,48,19
12/05/2023,28,1036,38,1,344,90,446,57,20
19/08/2023,30,1036,22,0,541,56,457,48,24
14/08/2019,23,1037,22,0,506,38,83,56,21
18/08/2019,23,1037,91,0,513,51,369,48,30
07/03/2020,34,1037,23,1,655,48,33,53,9
15/03/2020,25,1037,31,0,500,21,323,74,26
06/08/2020,36,1037,46,1,728,47,233,39,25
20/09/2020,24,1037,95,0,143,4,489,38,27
16/11/2020,32,1037,26,1,657,7,225,56,17
04/12/2020,26,1037,22,1,407,32,240,48,15
20/03/2021,33,1037,83,0,760,87,346,36,30
23/04/2022,22,1037,51,1,556,39,311,51,16
20/06/2023,26,1037,21,1,343,93,98,39,29
28/06/2023,32,1037,65,0,856,7,320,43,23
11/12/2023,35,1037,98,1,670,25,114,45,17
17/06/2018,38,1038,85,0,367,33,97,42,28
16/12/2018,30,1038,73,0,178,50,323,53,21
23/04/2019,27,1038,75,0,377,43,96,51,30
15/10/2019,36,1038,43,1,551,18,89,48,18
07/11/2019,30,1038,73,1,761,71,361,53,28
12/02/2021,18,1038,48,0,711,67,85,64,23
27/02/2021,34,1038,59,0,580,77,465,52,25
07/10/2021,32,1038,21,1,463,82,263,41,17
20/11/2021,31,1038,94,1,182,77,81,35,21
25/12/2021,30,1038,89,1,443,20,57,47,14
27/12/2021,32,1038,63,1,594,25,414,42,21
14/01/2022,25,1038,85,1,619,44,111,50,23
30/01/2018,45,1039,72,0,463,93,95,49,15
16/04/2021,19,1039,85,1,298,44,291,52,24
24/07/2021,28,1039,90,1,575,95,95,53,28
02/12/2021,29,1039,73,1,679,62,385,44,21
12/02/2023,27,1039,37,1,394,71,334,45,11
20/01/2024,30,1039,54,1,592,31,323,48,16
09/02/2018,35,1040,63,1,207,25,225,46,9
27/06/2018,23,1040,73,1,473,55,244,63,29
10/10/2018,36,1040,54,0,995,79,471,48,32
16/08/2019,30,1040,56,1,430,17,290,45,20
04/10/2019,35,1040,31,1,106,91,494,69,20
26/10/2019,38,1040,50,0,962,85,482,44,25
11/11/2019,30,1040,74,0,617,90,494,33,27
06/01/2021,22,1040,74,0,293,55,445,37,23
21/02/2021,36,1040,69,0,140,79,87,57,20
02/07/2021,19,1040,76,0,759,14,387,62,30
15/08/2021,20,1040,69,1,788,44,359,41,22
24/10/2021,31,1040,35,0,685,29,199,61,15
15/06/2018,16,1041,47,1,500,93,341,47,29
26/10/2018,18,1041,22,0,517,28,31,66,23
12/01/2019,31,1041,45,0,286,92,53,38,21
14/07/2019,31,1041,38,1,440,56,420,64,17
23/12/2019,22,1041,65,1,521,72,398,58,15
08/10/2020,36,1041,42,0,922,67,24,63,28
17/10/2020,37,1041,50,0,820,70,80,64,15
20/11/2022,35,1041,81,1,824,20,315,46,18
11/01/2023,27,1041,86,1,810,4,432,46,27
18/03/2023,37,1041,38,1,927,54,159,68,16
06/07/2023,19,1041,80,0,768,84,304,44,30
12/09/2023,25,1041,55,0,773,63,486,56,24
24/08/2018,45,1042,80,1,753,29,122,54,18
07/09/2018,47,1042,65,1,745,67,425,53,18
13/04/2019,19,1042,53,0,455,30,230,59,29
26/04/2019,31,1042,64,0,620,28,53,49,21
07/07/2019,32,1042,74,0,131,60,49,57,23
27/09/2020,32,1042,97,0,193,35,272,56,29
25/03/2022,34,1042,35,1,649,36,488,44,15
20/06/2022,20,1042,69,1,322,77,371,55,35
05/04/2023,18,1042,43,1,140,42,232,58,27
18/07/2023,21,1042,37,1,384,82,310,52,16
25/01/2024,37,1042,98,0,427,7,147,54,20
17/01/2018,31,1043,84,0,126,35,39,52,26
10/07/2018,24,1043,39,0,585,13,217,61,14
29/09/2018,24,1043,37,0,960,24,329,30,28
02/09/2019,19,1043,84,1,928,30,454,56,19
08/09/2019,22,1043,39,0,638,27,489,66,24
14/07/2021,16,1043,85,0,300,47,138,44,20
25/11/2021,43,1043,68,1,225,73,294,52,24
02/06/2022,18,1043,24,0,428,78,271,45,24
27/06/2022,30,1043,48,1,494,11,77,49,20
19/03/2023,36,1043,81,1,503,19,313,50,16
13/04/2023,21,1043,78,1,259,34,459,52,32
07/03/2018,39,1044,79,1,599,25,167,41,20
27/02/2019,46,1044,35,1,789,93,363,54,32
18/04/2019,25,1044,63,1,646,90,498,55,23
27/09/2019,25,1044,90,0,179,73,139,42,26
02/10/2019,32,1044,52,0,906,64,264,36,24
22/02/2020,28,1044,27,1,495,54,217,44,17
24/02/2023,34,1044,42,1,949,73,64,65,19
24/09/2023,35,1044,54,1,143,23,435,52,25
29/01/2024,35,1044,93,1,271,48,341,59,18
28/05/2019,22,1045,37,0,337,54,476,52,39
30/06/2019,24,1045,78,0,798,64,450,58,28
28/01/2020,34,1045,80,0,409,16,110,72,16
15/08/2020,25,1045,32,1,725,76,356,46,28
05/12/2020,39,1045,37,0,107,36,195,50,18
31/01/2021,34,1045,52,1,786,34,352,57,19
22/02/2021,31,1045,64,1,944,19,233,52,21
26/03/2021,29,1045,26,1,249,22,471,60,14
08/07/2021,26,1045,41,0,162,24,435,41,28
18/05/2019,26,1046,86,0,305,89,53,71,30
30/07/2019,21,1046,74,1,384,96,256,42,17
12/01/2020,35,1046,96,0,886,96,177,40,31
14/05/2020,30,1046,100,1,619,21,315,44,19
26/05/2020,17,1046,48,0,432,88,230,39,30
18/04/2022,17,1046,28,0,830,11,420,54,31
12/06/2022,23,1046,26,0,846,60,155,50,24
10/07/2022,30,1046,42,1,549,24,241,52,17
15/11/2023,25,1046,90,1,296,9,204,58,18
08/04/2018,19,1047,40,0,870,77,328,30,30
11/12/2018,38,1047,72,0,627,68,373,40,17
08/04/2020,24,1047,66,1,172,10,283,61,19
30/03/2021,26,1047,86,1,404,77,156,40,15
26/06/2021,24,1047,71,0,833,20,270,45,34
28/12/2021,36,1047,81,1,560,65,286,55,10
17/01/2022,31,1047,37,1,767,48,308,48,20
05/07/2020,19,1048,75,1,824,86,455,61,22
16/05/2021,32,1048,45,0,656,50,273,40,30
01/08/2022,27,1048,84,0,448,42,177,53,24
13/09/2022,20,1048,22,1,563,33,169,56,14
20/05/2023,22,1048,26,0,363,72,414,60,26
11/07/2023,21,1048,39,1,283,94,133,56,21
21/08/2023,22,1048,75,1,963,77,205,49,29
12/04/2018,26,1049,79,0,611,44,77,51,25
17/04/2018,21,1049,67,0,175,26,182,36,27
28/10/2018,38,1049,96,1,815,76,438,55,29
01/06/2019,26,1049,54,1,191,18,441,54,26
20/07/2020,28,1049,61,0,629,43,104,59,25
12/04/2021,27,1049,31,1,799,60,51,59,27
21/07/2021,25,1049,73,1,986,67,25,58,25
10/04/2022,36,1049,24,0,284,67,468,33,29
05/05/2022,26,1049,79,0,445,8,86,41,27
19/08/2022,23,1049,29,1,506,42,418,46,21
21/09/2022,32,1049,51,0,831,70,37,70,30
08/01/2023,41,1049,79,0,863,66,199,51,22
28/01/2023,29,1049,25,0,619,2,127,68,18
13/06/2023,22,1049,39,0,674,45,395,56,21
07/08/2023,35,1049,73,0,402,90,178,43,24
26/11/2023,29,1049,40,0,859,83,266,48,16
26/02/2018,23,1050,23,0,708,95,333,30,24
02/05/2018,34,1050,29,1,272,17,130,45,25
26/07/2018,30,1050,56,1,318,91,429,62,28
08/11/2019,31,1050,85,0,377,60,307,45,14
29/02/2020,28,1050,83,0,685,4,201,42,20
10/10/2020,32,1050,53,1,339,77,147,44,24
09/02/2021,39,1050,66,0,105,8,317,31,17
13/08/2021,29,1050,76,1,679,51,358,45,34
15/12/2021,33,1050,37,0,763,50,312,61,24
06/04/2022,21,1050,89,0,683,73,492,48,32
06/08/2022,25,1050,43,1,781,37,399,37,24
03/11/2022,32,1050,80,1,676,87,161,35,18
17/12/2022,33,1050,96,1,729,15,200,44,18
22/12/2023,39,1050,49,1,390,76,246,53,13
07/01/2018,20,1051,94,0,236,37,204,78,22
31/01/2018,35,1051,45,0,610,80,260,67,22
09/04/2019,19,1051,46,1,510,98,414,35,22
19/09/2019,16,1051,27,0,593,7,125,54,26
11/05/2020,24,1051,30,0,236,15,228,59,20
29/09/2020,23,1051,55,1,181,56,66,62,24
14/05/2021,19,1051,97,0,796,19,34,59,31
21/08/2022,19,1051,66,0,448,79,15,54,29
16/10/2022,36,1051,91,0,821,70,416,36,28
02/01/2023,40,1051,85,1,334,30,294,54,17
07/02/2023,25,1051,37,0,915,88,178,52,25
11/02/2023,42,1051,87,1,150,78,358,59,25
19/04/2023,23,1051,33,1,803,92,134,60,25
22/11/2023,34,1051,25,0,510,51,201,49,21
05/01/2024,35,1051,33,1,500,24,115,47,9
18/03/2018,37,1052,54,0,259,88,75,53,24
10/04/2019,31,1052,77,1,313,67,283,54,25
05/08/2019,32,1052,87,0,850,78,9,47,30
16/02/2020,25,1052,91,0,660,34,4,48,12
04/06/2020,23,1052,21,0,311,90,325,49,23
03/07/2020,20,1052,24,0,640,7,466,67,33
17/02/2022,35,1052,75,1,345,24,344,27,17
12/07/2022,33,1052,83,0,753,24,99,59,27
15/09/2023,32,1052,41,0,630,59,263,46,25
13/10/2018,35,1053,32,1,227,3,216,23,20
06/04/2020,21,1053,34,0,344,68,152,70,21
19/04/2020,33,1053,41,1,410,69,202,38,14
30/08/2020,19,1053,77,0,186,17,293,37,30
18/11/2020,32,1053,33,0,977,30,174,52,23
07/12/2021,38,1053,91,1,585,29,23,55,14
02/07/2023,20,1053,31,1,782,85,361,19,31
12/07/2023,19,1053,59,1,498,67,378,44,17
08/08/2023,34,1053,33,1,563,75,205,44,18
21/01/2018,37,1054,51,1,889,20,490,73,22
23/04/2018,46,1054,23,0,345,28,95,40,28
30/10/2018,31,1054,69,1,540,71,26,23,8
18/12/2019,31,1054,69,0,265,10,240,64,14
13/08/2020,26,1054,80,0,752,25,97,46,28
04/09/2020,22,1054,65,0,531,64,309,48,21
05/09/2020,35,1054,96,0,385,27,91,55,20
02/05/2021,30,1054,42,1,219,68,230,56,19
22/10/2021,39,1054,33,0,266,59,461,41,26
15/02/2022,34,1054,26,1,652,19,303,55,16
21/03/2022,29,1054,30,0,848,56,255,30,16
22/07/2022,22,1054,36,1,574,81,208,45,27
10/04/2018,48,1055,84,0,406,5,25,57,32
22/04/2018,22,1055,38,1,838,3,44,56,21
11/05/2018,31,1055,20,0,150,79,350,47,33
10/08/2018,23,1055,80,1,785,93,468,72,27
26/08/2018,26,1055,57,1,402,57,429,43,21
04/09/2018,24,1055,38,0,956,60,408,68,36
11/10/2018,25,1055,90,1,455,60,295,41,18
28/11/2019,32,1055,23,1,227,84,73,61,12
25/05/2020,20,1055,97,0,764,76,486,41,36
16/01/2021,25,1055,66,1,547,59,383,51,22
16/07/2021,23,1055,59,1,609,55,471,53,21
01/11/2019,36,1056,99,0,950,65,27,45,26
28/11/2020,27,1056,30,1,343,36,392,46,18
17/09/2021,18,1056,32,1,767,90,450,55,24
23/10/2021,28,1056,69,0,705,29,7,48,19
24/01/2022,31,1056,89,0,810,41,408,52,20
26/04/2022,26,1056,72,1,955,86,312,50,31
04/10/2022,35,1056,52,1,584,68,418,54,17
28/12/2022,35,1056,74,0,669,42,339,44,24
27/03/2023,29,1056,33,1,943,67,485,48,16
25/04/2023,26,1056,62,0,310,17,443,61,26
30/09/2018,19,1057,49,0,608,87,443,65,33
24/02/2019,25,1057,28,0,196,28,385,47,16
15/03/2019,30,1057,28,1,451,65,495,63,22
27/03/2019,33,1057,36,1,711,100,83,58,23
14/05/2019,28,1057,74,1,826,9,428,54,24
14/12/2019,42,1057,67,0,160,72,214,64,25
25/08/2022,30,1057,37,0,722,24,154,35,19
20/09/2022,27,1057,46,0,301,60,124,74,9
28/02/2018,40,1058,68,0,483,57,193,57,16
12/09/2018,31,1058,90,1,860,35,483,49,28
08/12/2018,25,1058,61,1,683,47,51,46,14
12/06/2021,24,1058,89,0,187,92,88,43,30
02/01/2022,34,1058,28,0,969,35,48,70,11
04/03/2022,38,1058,80,0,375,47,333,38,18
01/01/2023,42,1058,47,0,126,10,258,52,14
11/03/2023,29,1058,50,1,974,34,314,52,14
09/04/2023,21,1058,90,0,356,71,5,64,31
18/01/2018,45,1059,36,1,403,57,60,50,12
14/03/2018,30,1059,88,0,381,5,441,51,19
11/04/2018,43,1059,45,1,497,58,438,38,28
03/05/2018,28,1059,65,0,607,10,89,57,29
30/03/2019,26,1059,82,1,300,46,189,41,10
29/05/2019,25,1059,67,0,140,55,172,29,29
06/03/2020,30,1059,59,0,420,30,326,40,14
04/11/2022,43,1059,29,0,989,41,348,53,30
27/06/2023,27,1059,49,0,625,22,49,54,28
22/07/2023,33,1059,76,1,480,7,68,50,19
06/03/2018,38,1060,44,0,657,39,372,49,22
04/07/2018,24,1060,85,0,971,50,484,48,28
26/08/2019,23,1060,73,0,720,58,379,30,32
24/05/2020,28,1060,37,1,830,62,459,49,27
19/11/2020,39,1060,31,1,461,35,421,54,18
26/11/2021,28,1060,63,1,754,96,451,42,21
31/05/2022,23,1060,65,0,499,80,424,50,32
21/06/2022,27,1060,96,1,474,80,391,51,33
21/10/2022,37,1060,59,0,816,50,332,32,23
10/04/2023,18,1060,37,0,598,22,345,65,31
07/10/2023,36,1060,51,1,315,64,104,53,21
21/03/2018,38,1061,91,1,550,77,453,42,36
07/03/2019,39,1061,56,0,313,17,451,49,20
18/03/2019,40,1061,54,1,337,38,43,60,17
09/09/2019,33,1061,52,1,581,79,82,44,19
30/11/2020,26,1061,42,0,596,7,483,49,24
29/07/2021,28,1061,70,0,134,43,125,41,24
19/10/2021,29,1061,59,1,383,66,444,47,16
24/03/2023,23,1061,92,1,703,93,288,43,16
08/03/2019,29,1062,68,0,971,78,373,68,35
27/08/2019,28,1062,92,0,803,98,145,60,32
27/02/2020,31,1062,48,0,501,1,262,38,22
19/03/2020,42,1062,99,1,449,58,211,38,17
05/11/2020,36,1062,56,1,714,65,475,61,17
02/01/2021,31,1062,35,1,829,37,264,38,21
22/05/2021,26,1062,43,1,357,100,316,43,21
11/07/2021,26,1062,33,0,564,7,362,48,21
03/03/2022,31,1062,91,1,747,9,139,61,9
11/07/2022,27,1062,46,0,853,44,273,34,27
30/07/2023,18,1062,30,0,108,60,11,59,21
24/07/2018,23,1063,91,1,776,67,152,51,18
08/01/2019,26,1063,97,1,332,39,380,50,18
20/02/2021,32,1063,69,1,590,27,278,63,18
21/06/2021,24,1063,62,0,123,58,319,35,28
18/02/2022,30,1063,27,1,505,61,55,57,12
17/05/2022,25,1063,31,1,830,0,88,66,21
16/07/2023,25,1063,53,1,807,33,161,39,24
06/10/2023,29,1063,55,1,197,48,423,49,16
06/08/2018,23,1064,77,1,923,7,489,38,22
28/01/2019,38,1064,86,0,950,93,261,49,22
26/05/2019,32,1064,70,1,197,17,273,51,25
07/02/2020,29,1064,84,1,132,92,465,57,29
03/04/2021,27,1064,21,1,310,86,437,60,32
29/06/2021,18,1064,25,0,983,52,32,52,30
09/11/2021,34,1064,59,1,214,59,252,44,2
01/12/2019,25,1065,48,1,344,90,165,44,19
01/05/2020,34,1065,92,0,776,91,71,57,29
20/08/2020,32,1065,75,1,705,14,429,35,31
11/06/2021,21,1065,31,0,404,94,227,47,22
04/12/2022,35,1065,77,0,620,0,10,32,14
25/08/2023,24,1065,56,0,781,67,198,38,32
07/09/2023,22,1065,56,1,727,29,314,49,27
04/06/2018,31,1066,69,0,960,53,118,60,30
29/11/2018,24,1066,90,0,421,23,105,54,21
29/12/2018,33,1066,29,1,146,35,203,58,15
16/06/2019,25,1066,68,0,767,80,389,41,36
21/12/2019,34,1066,82,1,457,28,21,41,6
11/09/2020,27,1066,35,1,887,80,386,40,29
25/09/2020,25,1066,29,1,479,40,25,45,24
13/08/2022,28,1066,98,0,221,46,189,80,18
18/10/2022,43,1066,43,1,363,59,17,47,11
22/02/2023,33,1066,60,0,980,92,237,44,24
18/11/2023,41,1066,27,0,301,28,113,53,15
02/12/2023,29,1066,89,1,910,80,168,53,16
01/01/2024,39,1066,84,1,180,100,81,63,23
07/04/2018,43,1067,66,0,315,40,62,73,31
08/02/2024,22,1067,97,1,791,94,464,34,20
21/12/2018,29,1068,68,1,206,100,252,55,15
27/01/2021,36,1068,47,0,233,1,423,37,21
04/02/2021,29,1068,44,1,259,22,32,54,13
23/04/2021,20,1068,24,0,191,38,101,31,25
20/07/2021,23,1068,31,0,214,27,431,28,21
04/08/2022,33,1068,34,1,487,64,304,45,18
03/09/2022,26,1068,90,1,641,4,240,50,26
08/10/2022,36,1068,37,0,959,94,432,41,24
22/10/2022,26,1068,64,1,730,72,222,70,18
10/01/2023,25,1068,33,0,210,74,486,45,29
17/05/2023,29,1068,44,0,460,35,65,32,25
15/07/2023,21,1068,27,1,399,89,446,61,27
15/08/2023,31,1068,40,0,384,81,130,55,21
04/05/2018,65,1069,99,0,861,84,499,42,37
26/12/2018,32,1069,95,0,795,4,149,68,14
13/02/2019,23,1069,93,0,996,23,221,47,24
03/12/2021,30,1069,65,0,817,12,135,65,21
27/08/2023,30,1069,63,1,505,80,495,39,17
04/11/2023,24,1069,93,1,678,75,414,55,32
17/04/2019,23,1070,62,0,543,76,117,43,23
08/08/2019,24,1070,92,1,509,93,138,59,28
12/07/2021,24,1070,73,1,784,28,261,50,28
04/10/2023,41,1070,71,0,995,41,8,64,19
13/07/2019,22,1071,53,1,611,35,358,67,21
23/11/2020,31,1071,98,1,821,47,126,55,21
14/12/2020,33,1071,89,0,391,54,497,59,20
16/02/2021,25,1071,33,1,399,97,122,53,16
30/10/2022,35,1071,31,1,758,1,37,68,15
29/08/2023,22,1071,62,1,929,7,197,41,15
24/10/2023,39,1071,22,0,549,61,416,40,26
21/12/2023,25,1071,39,1,288,15,269,52,17
01/02/2018,35,1072,84,0,943,6,255,48,30
11/05/2019,16,1072,99,0,818,94,453,53,33
21/09/2020,29,1072,90,0,370,6,104,50,24
01/06/2021,20,1072,59,0,656,54,158,62,29
03/07/2018,25,1073,87,0,156,80,376,59,39
07/01/2019,33,1073,86,0,223,99,251,46,33
10/08/2019,30,1073,79,0,531,70,30,41,28
23/03/2020,26,1073,30,0,670,70,424,37,26
10/04/2021,26,1073,93,0,248,37,447,47,32
24/10/2018,35,1074,32,1,232,34,120,37,16
09/01/2021,23,1074,33,1,868,42,483,47,18
07/02/2021,28,1074,93,0,320,77,160,53,14
30/04/2021,31,1074,58,0,235,93,322,37,29
19/03/2018,26,1075,33,1,113,52,121,41,17
23/06/2019,35,1075,96,0,924,58,276,38,28
29/04/2023,22,1075,89,0,348,56,146,56,28
01/07/2023,23,1075,21,1,198,57,48,42,19
03/02/2019,32,1076,47,1,212,51,453,39,15
04/06/2019,23,1076,24,1,553,66,115,53,23
05/02/2020,41,1076,52,0,171,83,211,54,18
12/10/2020,25,1076,40,0,539,39,44,54,22
05/06/2022,29,1076,53,1,484,78,473,65,29
24/06/2022,33,1076,90,1,513,85,454,43,30
16/02/2023,39,1076,75,1,378,36,91,37,10
29/10/2023,30,1076,59,0,733,40,166,52,23
08/12/2023,37,1076,29,1,351,32,211,57,14
26/12/2019,30,1077,91,1,525,36,485,50,24
30/03/2020,28,1077,70,1,655,20,213,57,18
08/05/2020,30,1077,33,1,174,23,234,46,21
14/10/2020,35,1077,52,0,643,48,242,69,13
12/08/2021,29,1077,100,1,568,80,295,40,24
28/03/2022,22,1077,57,1,629,66,78,43,11
01/02/2023,40,1077,51,1,781,82,288,44,18
03/04/2018,23,1078,43,0,274,98,360,43,34
24/05/2019,23,1078,48,0,555,60,42,56,31
23/03/2022,28,1078,85,0,474,77,261,58,23
18/12/2022,37,1078,46,1,812,73,19,56,18
17/12/2020,33,1079,85,1,804,20,465,56,22
27/03/2021,40,1079,29,0,353,34,127,62,23
08/08/2021,23,1079,37,0,598,5,63,56,24
08/09/2022,15,1079,22,0,239,57,444,43,20
20/01/2023,24,1079,38,0,957,43,254,46,24
03/03/2018,29,1080,66,0,330,13,136,34,14
06/06/2019,21,1080,70,0,838,30,158,61,28
05/05/2020,24,1080,28,1,263,46,420,38,23
24/04/2023,22,1080,82,1,867,12,250,44,33
11/04/2021,26,1081,94,1,341,7,10,47,21
25/10/2023,30,1081,41,0,177,64,316,52,24
25/01/2019,28,1082,26,1,926,74,23,52,13
11/09/2019,27,1082,92,1,577,90,388,53,33
20/01/2020,36,1082,63,0,694,17,298,42,16
06/10/2021,36,1082,47,0,138,28,346,45,23
21/01/2023,34,1082,65,0,794,79,108,37,31
09/04/2018,21,1083,65,1,425,21,265,56,24
15/01/2021,36,1083,29,1,915,65,233,50,18
21/02/2023,30,1083,94,0,371,4,233,64,20
02/08/2023,28,1083,26,1,464,42,484,44,27
16/01/2024,27,1083,68,0,305,14,67,45,11
26/08/2023,31,1084,30,0,230,42,288,57,20
05/05/2018,22,1085,33,0,472,83,468,51,29
01/06/2020,22,1085,99,0,743,72,89,33,36
26/09/2022,19,1085,43,1,645,11,264,48,23
02/06/2019,26,1086,57,0,784,56,351,44,36
08/07/2019,25,1086,61,1,153,8,225,59,22
27/05/2020,32,1086,23,1,500,93,199,45,25
02/01/2024,31,1086,95,0,850,48,67,52,18
01/02/2020,33,1087,72,0,180,87,145,46,24
10/05/2020,21,1087,49,1,859,84,294,56,28
27/10/2020,34,1087,53,1,104,53,124,57,7
17/02/2021,39,1087,80,0,661,50,122,31,20
18/02/2021,24,1087,40,0,399,59,333,68,7
20/02/2020,22,1088,91,0,364,77,427,47,25
22/07/2020,27,1088,39,1,978,91,429,55,33
28/02/2021,29,1089,34,1,669,94,175,51,17
20/08/2021,20,1089,48,0,926,72,430,58,29
25/06/2023,22,1089,97,1,233,31,341,44,24
26/12/2023,36,1089,95,1,670,51,70,49,19
23/01/2019,32,1090,94,0,392,80,117,60,24
11/07/2019,34,1090,40,0,261,24,251,55,27
05/10/2020,36,1090,50,0,614,49,401,47,20
10/03/2021,29,1090,66,1,788,66,106,58,19
16/01/2023,41,1090,50,1,390,37,414,51,19
12/03/2023,37,1090,24,0,437,32,266,60,15
07/07/2023,22,1090,22,0,422,76,124,52,27
07/12/2018,30,1091,61,1,121,75,165,55,21
25/04/2019,26,1091,43,1,163,52,468,40,33
15/06/2021,34,1091,24,0,606,36,67,42,29
17/08/2022,35,1091,29,1,141,74,286,46,31
18/02/2018,23,1092,25,1,588,42,97,43,14
29/10/2020,24,1092,25,1,337,27,496,42,19
28/12/2018,38,1093,31,0,563,21,125,50,19
27/01/2019,26,1093,59,0,648,92,470,59,22
02/06/2023,26,1093,83,1,904,50,294,51,17
07/10/2018,30,1094,28,0,237,2,294,49,21
01/11/2020,22,1094,53,1,820,3,77,51,13
08/04/2023,22,1094,55,1,833,21,206,69,29
06/01/2024,30,1094,82,0,781,13,151,61,29
26/09/2020,28,1095,96,0,670,87,404,55,33
09/08/2021,27,1095,37,0,689,61,431,43,28
30/09/2022,29,1095,66,1,695,25,133,53,12
06/02/2020,32,1096,83,1,197,39,317,49,12
13/11/2020,39,1096,68,1,942,26,97,49,24
02/02/2022,32,1096,65,1,699,29,402,48,19
23/06/2022,24,1096,90,0,620,38,371,37,28
23/12/2022,28,1096,42,1,135,69,154,50,14
14/02/2023,22,1096,61,0,805,94,305,51,21
15/04/2018,17,1097,23,1,408,42,272,49,28
04/10/2018,31,1097,47,0,317,7,389,58,28
07/01/2020,31,1097,57,1,589,16,408,62,17
